timestamp_ms,ax_g,ay_g,az_g,label
2814,0.2702,-0.8513,1.0585,1
2824,0.1511,-0.687,1.2052,1
2834,0.0891,-0.4796,1.3094,1
2844,0.1584,-0.2531,1.2264,1
2854,0.2416,-0.0747,1.0858,1
2864,0.276,0.0649,0.966,1
2874,0.2475,0.1374,0.9133,1
2884,0.1957,0.1769,0.872,1
2894,0.1501,0.1779,0.8195,1
2904,0.1076,0.1501,0.779,1
2914,0.0705,0.0883,0.7505,1
2924,0.0552,0.0098,0.7151,1
2934,0.0422,-0.0932,0.6997,1
2944,0.0381,-0.2301,0.7087,1
2954,0.0405,-0.3688,0.7405,1
2964,0.0561,-0.4913,0.8073,1
2974,0.0854,-0.5975,0.894,1
2984,0.1501,-0.6743,0.9584,1
2994,0.2426,-0.7146,0.9848,1
3004,0.3351,-0.7324,0.9967,1
3014,0.3954,-0.7317,1.0204,1
3024,0.423,-0.7117,1.0453,1
3034,0.4354,-0.6709,1.046,1
3044,0.4256,-0.6079,1.0314,1
3054,0.38,-0.5438,1.0204,1
3064,0.3024,-0.482,1.0082,1
3074,0.216,-0.43,0.9757,1
3084,0.1481,-0.3795,0.9138,1
3094,0.0969,-0.3353,0.8439,1
3104,0.0654,-0.2916,0.7798,1
3114,0.0459,-0.2467,0.7519,1
3124,0.0398,-0.2101,0.7546,1
3134,0.042,-0.1877,0.7722,1
3144,0.0569,-0.1899,0.802,1
3154,0.0764,-0.214,0.8232,1
3164,0.1264,-0.2546,0.8203,1
3174,0.1789,-0.2977,0.8222,1
3184,0.2184,-0.3475,0.8413,1
3194,0.247,-0.3971,0.8808,1
3204,0.2502,-0.4474,0.9299,1
3214,0.2477,-0.494,0.9753,1
3224,0.2553,-0.5284,0.9911,1
3234,0.2763,-0.5406,0.9745,1
3244,0.2968,-0.5367,0.9382,1
3254,0.297,-0.5247,0.903,1
3264,0.257,-0.5111,0.9025,1
3274,0.1962,-0.4989,0.9086,1
3284,0.1525,-0.4818,0.8957,1
3294,0.1084,-0.4566,0.8972,1
3304,0.0744,-0.432,0.913,1
3314,0.0686,-0.402,0.9213,1
3324,0.0317,0.4971,1.6886,1
3334,2.3986,7.997,2.9697,1
3344,-1.4985,1.4416,5.463,1
3354,-6.3455,-1.0978,7.997,1
3364,-5.2423,-2.1116,6.2781,1
3374,-2.0484,-2.4945,1.3626,1
3384,-1.3047,-2.7586,0.7278,1
3394,-1.7296,-3.071,1.3555,1
3404,-1.0099,-2.9797,0.8605,1
3414,-0.1862,-2.7925,0.5669,1
3424,0.0364,-2.5345,1.0675,1
3434,-0.012,-2.1941,1.8258,1
3444,0.0142,-1.8043,2.4274,1
3454,0.07,-1.3123,2.659,1
3464,-0.0288,-0.9489,2.7915,1
3474,-0.6416,-0.6228,3.3768,1
3484,-1.1007,0.0146,3.9164,1
3494,-1.0519,0.1396,3.7077,1
3504,-1.0453,0.4154,3.4388,1
3514,-1.0058,0.79,3.212,1
3524,-0.8954,1.1336,3.0732,1
3534,-0.4808,1.1476,2.4357,1
3544,0.0678,1.4192,1.6877,1
3554,0.453,1.7479,1.1183,1
3564,0.6099,1.7279,0.7981,1
3574,0.6121,1.5773,0.6468,1
3584,0.5003,1.4722,0.5977,1
3594,0.3168,1.1881,0.6197,1
3604,0.1162,0.791,0.6365,1
3614,0.019,0.4952,0.5645,1
3624,-0.0505,0.359,0.771,1
3634,-0.6211,-0.0305,1.4387,1
3644,-0.7414,-0.5848,1.6725,1
3654,-0.412,-0.6509,1.4765,1
3664,-0.1313,-0.832,1.4321,1
3674,0.0059,-1.0709,1.4912,1
3684,0.0881,-1.2547,1.6391,1
3694,0.2236,-1.3452,1.6657,1
3704,0.4737,-1.3909,1.5024,1
3714,0.6738,-1.3618,1.3491,1
3724,0.709,-1.2962,1.3267,1
3734,0.6067,-1.1969,1.3858,1
3744,0.4654,-1.0477,1.4099,1
3754,0.3285,-0.8498,1.3655,1
3764,0.1891,-0.6292,1.2979,1
3774,0.0349,-0.4161,1.2586,1
3784,-0.0974,-0.2221,1.2325,1
3794,-0.1647,-0.0637,1.1502,1
3804,-0.1457,0.0691,0.9789,1
3814,-0.1042,0.1777,0.8269,1
3824,-0.0525,0.2362,0.6851,1
3834,-0.0049,0.265,0.5975,1
3844,0.0271,0.2914,0.5813,1
3854,0.0532,0.2794,0.6121,1
3864,0.0766,0.237,0.6753,1
3874,0.103,0.1635,0.7466,1
3884,0.1259,0.0608,0.8288,1
3894,0.1477,-0.0661,0.9252,1
3904,0.1581,-0.1974,1.0194,1
3914,0.2053,-0.3571,1.0534,1
3924,0.2731,-0.4908,1.036,1
3934,0.3173,-0.6028,1.0365,1
3944,0.3285,-0.6926,1.0529,1
3954,0.3222,-0.7554,1.0702,1
3964,0.3104,-0.7873,1.0709,1
3974,0.3009,-0.78,1.058,1
3984,0.2797,-0.7434,1.0492,1
3994,0.2392,-0.6814,1.066,1
4004,0.2114,-0.5921,1.0497,1
4014,0.215,-0.4766,0.9933,1
4024,0.2077,-0.3649,0.9469,1
4034,0.1779,-0.2648,0.9262,1
4044,0.135,-0.1877,0.9179,1
4054,0.1096,-0.1264,0.8893,1
4064,0.104,-0.0847,0.8349,1
4074,0.0996,-0.0669,0.8064,1
4084,0.0891,-0.0647,0.8047,1
4094,0.0937,-0.0791,0.8076,1
4104,0.1103,-0.1069,0.8032,1
4114,0.1196,-0.1552,0.8176,1
4124,0.1294,-0.2238,0.8403,1
4134,0.145,-0.297,0.8549,1
4144,0.155,-0.371,0.8915,1
4154,0.1577,-0.4405,0.944,1
4164,0.1706,-0.5052,0.9826,1
4174,0.2045,-0.5479,0.9965,1
4184,0.2426,-0.5626,0.9997,1
4194,0.2675,-0.5645,1.0143,1
4204,0.2741,-0.5469,1.0302,1
4214,-0.9477,1.5156,3.0746,1
4224,0.0456,-0.4842,1.6015,1
4234,-0.8256,-0.8071,3.0729,1
4244,-1.5195,-2.3883,3.4063,1
4254,-1.1844,-2.291,2.5428,1
4264,-0.0888,-2.3947,1.1663,1
4274,0.2299,-2.4394,0.6394,1
4284,-0.0781,-2.3339,0.9152,1
4294,-0.2284,-2.2373,1.0912,1
4304,-0.0808,-1.8844,1.068,1
4314,-0.0405,-1.4495,1.2488,1
4324,-0.1428,-1.0961,1.4019,1
4334,-0.4154,-0.7922,1.6279,1
4344,-0.727,-0.4156,2.1118,1
4354,-0.7663,-0.1098,2.373,1
4364,-0.504,0.1469,2.1209,1
4374,-0.2882,0.4176,1.9581,1
4384,-0.1289,0.7122,1.8836,1
4394,0.0332,0.7468,1.7199,1
4404,0.4478,0.9245,1.3028,1
4414,0.6841,1.1966,0.9953,1
4424,0.6887,1.1844,0.9181,1
4434,0.5518,1.0697,0.9352,1
4444,0.3768,0.864,0.9186,1
4454,0.2384,0.6138,0.7883,1
4464,0.173,0.3944,0.6241,1
4474,-0.0359,0.2824,0.8801,1
4484,-0.4239,-0.0954,1.2232,1
4494,-0.5689,-0.423,1.3155,1
4504,-0.4364,-0.6465,1.2723,1
4514,-0.1469,-0.7947,1.1141,1
4524,0.0561,-0.9408,1.0568,1
4534,0.1623,-1.0846,1.1202,1
4544,0.2426,-1.1646,1.1805,1
4554,0.347,-1.1932,1.1781,1
4564,0.4356,-1.1602,1.1578,1
4574,0.4559,-1.0914,1.1546,1
4584,0.3917,-0.9982,1.2071,1
4594,0.3092,-0.8632,1.2591,1
4604,0.268,-0.6768,1.2298,1
4614,0.2299,-0.4688,1.1864,1
4624,0.1738,-0.2719,1.1617,1
4634,0.1013,-0.1103,1.1319,1
4644,0.0544,0.0012,1.0653,1
4654,0.04,0.1064,0.9528,1
4664,0.0288,0.1567,0.842,1
4674,0.011,0.1826,0.7659,1
4684,-0.0002,0.1772,0.7092,1
4694,-0.0073,0.1442,0.6909,1
4704,-0.0171,0.094,0.7197,1
4714,-0.0288,0.0124,0.7824,1
4724,0.0029,-0.0964,0.821,1
4734,0.0708,-0.2062,0.8208,1
4744,0.1342,-0.3141,0.8452,1
4754,0.1701,-0.4237,0.9133,1
4764,0.1967,-0.5179,0.9999,1
4774,0.2377,-0.5806,1.0555,1
4784,0.2885,-0.6265,1.0702,1
4794,0.3334,-0.6475,1.0619,1
4804,0.3505,-0.6499,1.0609,1
4814,0.3366,-0.6363,1.0731,1
4824,0.3014,-0.5999,1.0763,1
4834,0.2633,-0.5482,1.0553,1
4844,0.2248,-0.4847,1.0026,1
4854,0.184,-0.4171,0.9447,1
4864,0.133,-0.3456,0.905,1
4874,0.0901,-0.2804,0.8701,1
4884,0.0647,-0.2167,0.8418,1
4894,0.0449,-0.1594,0.8339,1
4904,0.0305,-0.1235,0.8493,1
4914,0.0281,-0.1079,0.8698,1
4924,0.0581,-0.1035,0.8525,1
4934,0.1154,-0.1167,0.8164,1
4944,0.1481,-0.1486,0.8178,1
4954,0.1572,-0.2021,0.8505,1
4964,0.1577,-0.2638,0.8871,1
4974,0.1643,-0.3195,0.926,1
4984,0.1755,-0.3793,0.953,1
4994,0.1952,-0.4322,0.9582,1
5004,0.2101,-0.4737,0.9589,1
5014,0.2209,-0.503,0.9655,1
5024,0.2277,-0.515,0.9721,1
5034,0.2353,-0.5186,0.9621,1
5044,0.2367,-0.5035,0.9457,1
5054,0.2114,-0.4793,0.9555,1
5064,0.1755,-0.4505,0.9772,1
5074,0.1479,-0.4127,0.9816,1
5084,0.1503,-0.3651,0.953,1
5094,1.2218,2.4625,2.104,1
5104,-1.7926,2.8794,5.3773,1
5114,-5.7344,-0.6753,7.997,1
5124,-4.9119,-2.1931,7.0362,1
5134,-2.7166,-2.1716,2.8974,1
5144,-1.8836,-2.3349,1.8897,1
5154,-1.7079,-2.7603,1.6899,1
5164,-1.0492,-2.8972,1.0441,1
5174,-0.4405,-2.8625,0.8781,1
5184,0.0261,-2.7334,0.9977,1
5194,0.3087,-2.4472,1.2689,1
5204,0.2223,-1.9888,1.9071,1
5214,0.0935,-1.6586,2.5092,1
5224,0.0207,-1.2776,2.8186,1
5234,-0.1718,-0.8647,2.9409,1
5244,-0.6917,-0.6018,3.2396,1
5254,-1.2342,-0.0556,3.758,1
5264,-1.3977,0.1952,3.7294,1
5274,-1.3753,0.3749,3.5789,1
5284,-1.2767,0.7649,3.3851,1
5294,-1.0599,1.0821,3.1117,1
5304,-0.7485,1.2047,2.7105,1
5314,-0.1459,1.4067,1.9693,1
5324,0.2873,1.7392,1.3164,1
5334,0.5062,1.7453,0.9435,1
5344,0.668,1.6886,0.7056,1
5354,0.6724,1.6225,0.5782,1
5364,0.4981,1.3733,0.6433,1
5374,0.2336,0.9882,0.7512,1
5384,0.0478,0.6058,0.7322,1
5394,0.001,0.4381,0.7627,1
5404,-0.5145,0.1735,1.385,1
5414,-0.7727,-0.5003,1.7548,1
5424,-0.5277,-0.6033,1.6186,1
5434,-0.2079,-0.7729,1.4582,1
5444,0.0308,-1.0006,1.436,1
5454,0.0608,-1.1612,1.6061,1
5464,0.1625,-1.3301,1.6625,1
5474,0.3934,-1.3667,1.519,1
5484,0.6016,-1.3506,1.3574,1
5494,0.6614,-1.3174,1.2891,1
5504,0.5796,-1.2454,1.3077,1
5514,0.4386,-1.13,1.3367,1
5524,0.296,-0.9552,1.3103,1
5534,0.1686,-0.7532,1.2415,1
5544,0.041,-0.533,1.1939,1
5554,-0.091,-0.3246,1.18,1
5564,-0.1718,-0.1394,1.1517,1
5574,-0.1662,0.0168,1.059,1
5584,-0.1018,0.1662,0.9216,1
5594,-0.0415,0.2672,0.8222,1
5604,0.0095,0.3197,0.7529,1
5614,0.0595,0.3456,0.7105,1
5624,0.102,0.3422,0.6961,1
5634,0.1276,0.3019,0.7112,1
5644,0.1367,0.224,0.75,1
5654,0.1403,0.1186,0.8051,1
5664,0.1416,-0.0024,0.8896,1
5674,0.1088,-0.1635,0.9743,1
5684,0.1232,-0.3236,1.0214,1
5694,0.1713,-0.4569,1.026,1
5704,0.214,-0.5696,1.0392,1
5714,0.2389,-0.6558,1.0658,1
5724,0.2709,-0.7158,1.0685,1
5734,0.3039,-0.7422,1.0502,1
5744,0.3146,-0.7412,1.0277,1
5754,0.2897,-0.7214,1.039,1
5764,0.2402,-0.6797,1.0646,1
5774,0.2009,-0.6133,1.0612,1
5784,0.1782,-0.5262,1.0248,1
5794,0.1606,-0.4339,0.9811,1
5804,0.1367,-0.3368,0.9572,1
5814,0.1108,-0.2504,0.9333,1
5824,0.0935,-0.1777,0.9091,1
5834,0.0854,-0.1145,0.8857,1
5844,0.0903,-0.0803,0.8486,1
5854,0.0805,-0.0625,0.8491,1
5864,0.0859,-0.0722,0.8361,1
5874,0.1049,-0.0886,0.8242,1
5884,0.1106,-0.1235,0.8461,1
5894,0.1167,-0.1765,0.8701,1
5904,0.134,-0.2297,0.8901,1
5914,0.1579,-0.2882,0.8991,1
5924,0.1765,-0.3492,0.9072,1
5934,0.1889,-0.4098,0.9296,1
5944,0.195,-0.4596,0.956,1
5954,0.2016,-0.4952,0.9755,1
5964,0.2177,-0.5174,0.9806,1
5974,0.2319,-0.5164,0.9745,1
5984,0.2426,-0.504,0.9648,1
5994,0.2511,-0.474,0.9484,1
6004,0.2485,-0.4332,0.9343,1
6014,0.2245,-0.391,0.9369,1
6024,0.1877,-0.3475,0.945,1
6034,0.1479,-0.3073,0.956,1
6044,1.139,1.6379,3.9684,1
6054,-1.282,0.678,5.5909,1
6064,-5.1652,-0.7783,7.997,1
6074,-3.707,-2.1143,4.9592,1
6084,-1.8116,-1.9422,1.7165,1
6094,-1.5905,-2.4755,1.3899,1
6104,-1.6589,-2.731,1.4668,1
6114,-0.9452,-2.6236,0.8928,1
6124,-0.1855,-2.5736,0.5591,1
6134,0.0229,-2.3908,0.9711,1
6144,0.0476,-2.1194,1.592,1
6154,0.1684,-1.7799,2.0384,1
6164,0.2406,-1.4255,2.3635,1
6174,0.1245,-1.0241,2.5375,1
6184,-0.2809,-0.7546,2.8389,1
6194,-0.8562,-0.2914,3.3995,1
6204,-1.0387,0.0718,3.4837,1
6214,-0.9836,0.1611,3.2782,1
6224,-0.9364,0.6101,3.0658,1
6234,-0.8149,0.884,2.7971,1
6244,-0.7004,1.0631,2.514,1
6254,-0.2826,1.1917,1.9215,1
6264,0.1747,1.4377,1.325,1
6274,0.3905,1.6081,0.9521,1
6284,0.4725,1.5966,0.7546,1
6294,0.4615,1.511,0.638,1
6304,0.3461,1.3096,0.6299,1
6314,0.1516,1.0036,0.6897,1
6324,-0.0068,0.6011,0.6738,1
6334,0.001,0.3998,0.5918,1
6344,-0.32,0.2465,1.0682,1
6354,-0.7046,-0.3331,1.6894,1
6364,-0.6519,-0.6258,1.7272,1
6374,-0.2929,-0.7854,1.4975,1
6384,0.0659,-0.9399,1.3667,1
6394,0.2411,-1.1014,1.428,1
6404,0.3229,-1.2415,1.5505,1
6414,0.4183,-1.2772,1.5678,1
6424,0.5921,-1.2933,1.4436,1
6434,0.6997,-1.2315,1.3081,1
6444,0.6526,-1.1424,1.272,1
6454,0.4774,-1.039,1.3089,1
6464,0.2746,-0.8828,1.3294,1
6474,0.113,-0.6914,1.2808,1
6484,-0.001,-0.484,1.1947,1
6494,-0.092,-0.2807,1.1188,1
6504,-0.1594,-0.103,1.0638,1
6514,-0.1765,0.0322,0.9901,1
6524,-0.1477,0.1611,0.8947,1
6534,-0.1015,0.2399,0.8103,1
6544,-0.0361,0.2843,0.728,1
6554,0.0327,0.3051,0.6751,1
6564,0.0781,0.3002,0.679,1
6574,0.101,0.2499,0.729,1
6584,0.1084,0.1684,0.8029,1
6594,0.1252,0.0666,0.8691,1
6604,0.1469,-0.0517,0.9384,1
6614,0.1501,-0.2053,0.9989,1
6624,0.1828,-0.3571,1.0194,1
6634,0.2262,-0.4818,1.0182,1
6644,0.2443,-0.5877,1.0482,1
6654,0.2477,-0.6731,1.0829,1
6664,0.2558,-0.7256,1.0946,1
6674,0.2702,-0.7478,1.0753,1
6684,0.2836,-0.7385,1.0363,1
6694,0.279,-0.7046,1.0036,1
6704,0.2387,-0.6448,1.0119,1
6714,0.1869,-0.5635,1.0304,1
6724,0.1452,-0.4605,1.038,1
6734,0.125,-0.3539,1.0119,1
6744,0.1164,-0.2514,0.9648,1
6754,0.1057,-0.1686,0.9245,1
6764,0.0883,-0.1018,0.905,1
6774,0.0774,-0.0561,0.8842,1
6784,0.0871,-0.0325,0.8508,1
6794,0.0981,-0.0239,0.8217,1
6804,0.1023,-0.0417,0.8098,1
6814,0.1003,-0.0793,0.8252,1
6824,0.0886,-0.1289,0.8642,1
6834,0.0896,-0.1911,0.9001,1
6844,0.1142,-0.2575,0.9089,1
6854,0.1486,-0.3226,0.9086,1
6864,0.1718,-0.3868,0.9218,1
6874,0.1838,-0.4437,0.9506,1
6884,0.1955,-0.4854,0.9801,1
6894,0.2179,-0.5145,0.9865,1
6904,0.2389,-0.5235,0.9796,1
6914,0.2436,-0.5184,0.9757,1
6924,0.2279,-0.5045,0.9936,1
6934,0.1992,-0.4781,1.0165,1
6944,0.1877,-0.4356,1.0011,1
6954,0.1852,-0.3819,0.9679,1
6964,0.1838,-0.3273,0.9252,1
6974,0.1684,-0.2804,0.8954,1
6984,1.7389,2.5536,4.4465,1
6994,0.727,1.1695,4.3125,1
7004,-4.5055,-0.5274,7.997,1
7014,-4.394,-1.809,5.8693,1
7024,-2.0227,-1.8417,2.1182,1
7034,-1.4851,-2.3825,1.2901,1
7044,-1.7145,-2.6185,1.5705,1
7054,-1.1068,-2.5458,1.0875,1
7064,-0.2101,-2.5502,0.5438,1
7074,0.071,-2.3942,0.8332,1
7084,0.062,-2.144,1.4641,1
7094,0.1757,-1.8326,1.9017,1
7104,0.278,-1.5068,2.2373,1
7114,0.1601,-1.1095,2.4943,1
7124,-0.1291,-0.7954,2.7005,1
7134,-0.7019,-0.4957,3.2086,1
7144,-1.0748,0.053,3.4512,1
7154,-1.0314,0.1193,3.2957,1
7164,-0.9923,0.4932,3.1264,1
7174,-0.8767,0.8198,2.9946,1
7184,-0.7131,1.0956,2.6182,1
7194,-0.3341,1.1314,2.0152,1
7204,0.0732,1.4002,1.47,1
7214,0.3395,1.6044,1.0516,1
7224,0.4647,1.5996,0.8259,1
7234,0.4771,1.5568,0.6931,1
7244,0.3983,1.3704,0.645,1
7254,0.2126,1.0607,0.6941,1
7264,0.0185,0.6633,0.7097,1
7274,0.0122,0.4122,0.6287,1
7284,-0.2914,0.2787,1.0592,1
7294,-0.6912,-0.2887,1.6838,1
7304,-0.7056,-0.6184,1.7697,1
7314,-0.3844,-0.802,1.5598,1
7324,0.0017,-0.9655,1.3828,1
7334,0.205,-1.1088,1.407,1
7344,0.3229,-1.2523,1.5044,1
7354,0.3873,-1.2913,1.5559,1
7364,0.5362,-1.3069,1.4927,1
7374,0.6709,-1.2196,1.3599,1
7384,0.6836,-1.148,1.2576,1
7394,0.5184,-1.0297,1.2867,1
7404,0.297,-0.8786,1.3274,1
7414,0.1267,-0.7056,1.2798,1
7424,0.01,-0.4881,1.1886,1
7434,-0.0854,-0.2816,1.1163,1
7444,-0.1601,-0.1079,1.0665,1
7454,-0.1852,0.0376,1.0021,1
7464,-0.1594,0.1677,0.912,1
7474,-0.1132,0.2563,0.8261,1
7484,-0.0425,0.299,0.7363,1
7494,0.0237,0.3187,0.6756,1
7504,0.0761,0.3085,0.6641,1
7514,0.1037,0.266,0.699,1
7524,0.1125,0.1943,0.7698,1
7534,0.1076,0.0942,0.8762,1
7544,0.1023,-0.0317,0.9836,1
7554,0.1059,-0.1845,1.0448,1
7564,0.1721,-0.3348,1.0302,1
7574,0.2382,-0.4591,1.0106,1
7584,0.2624,-0.5721,1.0414,1
7594,0.2531,-0.667,1.0934,1
7604,0.2511,-0.7234,1.119,1
7614,0.2694,-0.7463,1.0897,1
7624,0.2919,-0.7427,1.0431,1
7634,0.2765,-0.7117,1.0272,1
7644,0.2287,-0.6604,1.0387,1
7654,0.183,-0.5862,1.0358,1
7664,0.1506,-0.4896,1.0219,1
7674,0.1218,-0.3902,1.0019,1
7684,0.1054,-0.2936,0.9674,1
7694,0.103,-0.2009,0.9269,1
7704,0.0971,-0.1213,0.8889,1
7714,0.0896,-0.0683,0.8703,1
7724,0.083,-0.0337,0.8598,1
7734,0.0808,-0.0185,0.8522,1
7744,0.0908,-0.0266,0.8374,1
7754,0.102,-0.0517,0.8215,1
7764,0.1108,-0.0962,0.8276,1
7774,0.1081,-0.1586,0.8508,1
7784,0.1098,-0.2255,0.8806,1
7794,0.1279,-0.2919,0.893,1
7804,0.1618,-0.3453,0.905,1
7814,0.1818,-0.39,0.9372,1
7824,0.1933,-0.4315,0.9772,1
7834,0.2084,-0.4625,1.0014,1
7844,0.2289,-0.4771,1.0055,1
7854,0.235,-0.4869,1.0001,1
7864,0.2265,-0.4869,0.9975,1
7874,0.2106,-0.4737,0.9887,1
7884,0.193,-0.4461,0.974,1
7894,0.1743,-0.4117,0.9513,1
7904,0.1628,-0.371,0.9272,1
7914,0.1381,-0.3305,0.913,1
7924,0.1228,-0.2843,0.9057,1
7934,0.1176,-0.2404,0.8891,1
7944,0.1242,-0.2023,0.8684,1
7954,0.1291,-0.1762,0.8479,1
7964,0.1162,-0.1691,0.8554,1
7974,0.0959,-0.1794,0.8698,1
7984,0.0844,-0.2023,0.8874,1
7994,0.0844,-0.2316,0.8986,1
8004,0.0969,-0.2636,0.9052,1
8014,0.1152,-0.2965,0.9174,1
8024,0.1394,-0.3292,0.923,1
8034,0.1645,-0.3605,0.9235,1
8044,0.186,-0.3885,0.9255,1
8054,0.1962,-0.4132,0.9391,1
8064,0.1945,-0.4237,0.9604,1
8074,3.6404,4.6115,4.3545,1
8084,-2.5287,0.166,7.4147,1
8094,-6.1393,-0.3685,7.997,1
8104,-3.295,-1.683,4.436,1
8114,-1.5983,-1.8646,1.7699,1
8124,-2.1082,-2.5382,2.1611,1
8134,-1.8758,-2.515,1.9078,1
8144,-0.7341,-2.9875,0.8178,1
8154,-0.1193,-2.9048,0.7402,1
8164,0.1001,-2.7354,1.0965,1
8174,0.2162,-2.2922,1.4863,1
8184,0.1276,-1.7262,2.0201,1
8194,-0.0525,-1.4172,2.6004,1
8204,-0.2316,-1.0084,2.9438,1
8214,-0.4605,-0.6192,3.0305,1
8224,-0.9828,-0.4015,3.3841,1
8234,-1.4534,0.2253,3.8539,1
8244,-1.4009,0.2921,3.7665,1
8254,-1.2935,0.626,3.6438,1
8264,-1.0736,0.9496,3.2882,1
8274,-0.8874,1.2215,2.9946,1
8284,-0.4503,1.3423,2.4899,1
8294,0.0954,1.5483,1.8129,1
8304,0.4352,1.8299,1.325,1
8314,0.5606,1.8046,0.9796,1
8324,0.6714,1.6293,0.6887,1
8334,0.6309,1.5302,0.5154,1
8344,0.3649,1.2017,0.6214,1
8354,0.0371,0.7673,0.7356,1
8364,-0.0449,0.4845,0.6694,1
8374,-0.2792,0.3934,0.9628,1
8384,-0.7327,-0.1728,1.59,1
8394,-0.7661,-0.5674,1.6681,1
8404,-0.4452,-0.6895,1.467,1
8414,-0.1137,-0.8676,1.3384,1
8424,0.0786,-1.0092,1.4072,1
8434,0.1442,-1.1908,1.5729,1
8444,0.2299,-1.2928,1.6591,1
8454,0.4427,-1.305,1.5676,1
8464,0.6614,-1.2584,1.4002,1
8474,0.7288,-1.202,1.3008,1
8484,0.6077,-1.1083,1.3387,1
8494,0.4161,-0.9909,1.3855,1
8504,0.2528,-0.8215,1.3443,1
8514,0.1098,-0.6094,1.2713,1
8524,-0.0325,-0.4012,1.2205,1
8534,-0.153,-0.2138,1.1873,1
8544,-0.2123,-0.0476,1.128,1
8554,-0.1943,0.0971,1.0053,1
